10:31:01 title=Rebirth, hasThumbnail=True
10:51:51 title=Closer, hasThumbnail=True
10:51:54 title=Closer, hasThumbnail=True
10:51:54 title=Closer, hasThumbnail=True
10:51:57 title=Closer, hasThumbnail=True
10:51:58 title=Closer, hasThumbnail=True
10:52:00 title=Closer, hasThumbnail=True
10:52:01 title=Closer, hasThumbnail=True
10:52:03 title=Closer, hasThumbnail=True
10:52:04 title=Closer, hasThumbnail=True
10:52:07 title=Closer, hasThumbnail=True
10:52:07 title=Closer, hasThumbnail=True
10:52:10 title=Closer, hasThumbnail=True
10:52:10 title=Closer, hasThumbnail=True
10:52:13 title=Closer, hasThumbnail=True
10:52:13 title=Closer, hasThumbnail=True
10:52:16 title=Closer, hasThumbnail=True
10:52:16 title=Closer, hasThumbnail=True
10:52:19 title=Closer, hasThumbnail=True
10:52:19 title=Closer, hasThumbnail=True
10:52:22 title=Closer, hasThumbnail=True
10:52:23 title=Closer, hasThumbnail=True
10:52:25 title=Closer, hasThumbnail=True
10:52:26 title=Closer, hasThumbnail=True
10:52:28 title=Closer, hasThumbnail=True
10:52:29 title=Closer, hasThumbnail=True
10:52:32 title=Closer, hasThumbnail=True
10:52:32 title=Closer, hasThumbnail=True
10:52:35 title=Closer, hasThumbnail=True
10:52:35 title=Closer, hasThumbnail=True
10:52:38 title=Closer, hasThumbnail=True
10:52:38 title=Closer, hasThumbnail=True
10:52:41 title=Closer, hasThumbnail=True
10:52:43 started, dir=F:\1123\cmdwallpaper
10:52:43 title=Closer, hasThumbnail=True
10:52:43 extracting thumbnail...
10:52:43 stream size: 15241
10:52:43 read 15241 bytes
10:52:43 saved: F:\1123\cmdwallpaper\album_art.jpg
10:52:46 title=Closer, hasThumbnail=True
10:52:49 title=Closer, hasThumbnail=True
10:52:52 title=Closer, hasThumbnail=True
10:52:55 title=Closer, hasThumbnail=True
10:52:58 title=Closer, hasThumbnail=True
10:53:02 title=Closer, hasThumbnail=True
10:53:05 title=Closer, hasThumbnail=True
10:53:08 title=Closer, hasThumbnail=True
10:53:11 title=Closer, hasThumbnail=True
10:53:14 title=Closer, hasThumbnail=True
10:53:17 title=Closer, hasThumbnail=True
10:53:20 title=Closer, hasThumbnail=True
10:53:24 title=Closer, hasThumbnail=True
10:53:27 title=Closer, hasThumbnail=True
10:53:30 title=Closer, hasThumbnail=True
10:53:33 title=Closer, hasThumbnail=True
10:53:36 title=Closer, hasThumbnail=True
10:53:39 title=Closer, hasThumbnail=True
10:53:42 title=Closer, hasThumbnail=True
10:53:45 title=Closer, hasThumbnail=True
10:53:49 title=Closer, hasThumbnail=True
10:53:52 title=Closer, hasThumbnail=True
10:53:55 title=Closer, hasThumbnail=True
10:53:58 title=Closer, hasThumbnail=True
10:54:01 title=Closer, hasThumbnail=True
10:54:04 title=Closer, hasThumbnail=True
10:54:07 title=Closer, hasThumbnail=True
10:54:11 title=Closer, hasThumbnail=True
10:54:14 title=Closer, hasThumbnail=True
10:54:17 title=Closer, hasThumbnail=True
10:54:20 title=Closer, hasThumbnail=True
10:54:23 title=Closer, hasThumbnail=True
10:54:26 title=Closer, hasThumbnail=True
10:54:29 title=Closer, hasThumbnail=True
10:54:32 title=Closer, hasThumbnail=True
10:54:36 title=Closer, hasThumbnail=True
10:54:39 title=Closer, hasThumbnail=True
10:54:42 title=Closer, hasThumbnail=True
10:54:45 title=Closer, hasThumbnail=True
10:54:48 title=Closer, hasThumbnail=True
10:54:51 title=Closer, hasThumbnail=True
10:54:54 title=Closer, hasThumbnail=True
10:54:58 title=Closer, hasThumbnail=True
10:55:01 title=Closer, hasThumbnail=True
